Label	Gene	Product																	RheaRid	AnnotatedRid	CreationDate	AmigeneStatus	PubmedID	BioProcess	Matrix	Annotator	Atot	Ctot	Gtot	Ttot	GCtot	ATtot	A1	C1	G1	T1	GC1	AT1	A2	C2	G2	T2	GC2	AT2	A3	C3	G3	T3	GC3	AT3	CAI	MW	KD	Tiny	Small	Aliphatic	Aromatic	Non_Polar	Polar	Charged	Basic	Acidic	Pi	OI
BSU02400	ybgF	putative aminoacid permease																			27/11/2007 14:54	no	15849754, 16850406, 7704263	16.1 : Circulate ;	1	adanchin	0.222222	0.2477	0.242746	0.287332	0.490446	0.509554	0.273885	0.163482	0.320594	0.242038	0.484076	0.515924	0.178344	0.276008	0.159236	0.386412	0.435244	0.564756	0.214437	0.303609	0.248408	0.233546	0.552017	0.447983	0.507897	50942.165	0.714681	0.344681	0.525532	0.265957	0.151064	0.689362	0.310638	0.121277	0.078723	0.042553	9.393379	8.438298
BSU02410	ybgG	homocysteine methylase using (R,S)AdoMet																	RHEA:21820	HOMOCYSTEINE-S-METHYLTRANSFERASE-RXN ; RHEA:21820 ;	21/10/2012 17:10	no	11267663, 15995196, 17264075	16.6 : Maintain ; 16.11 : Scavenge (Catabolism) ;	1	adanchin	0.272152	0.2426	0.262658	0.222574	0.505274	0.494726	0.262658	0.199367	0.35443	0.183544	0.553797	0.446203	0.303797	0.278481	0.189873	0.227848	0.468354	0.531646	0.25	0.25	0.243671	0.256329	0.493671	0.506329	0.533841	34735.09	-0.246032	0.342857	0.492063	0.193651	0.101587	0.55873	0.44127	0.263492	0.120635	0.142857	5.035683	9.625397
BSU02420	glnT	glutamine transporter																			02/06/2008 12:49	no	15849754, 15995196, 16850406	16.1 : Circulate ;	2	clo	0.244259	0.2255	0.242867	0.287404	0.468337	0.531663	0.302714	0.156576	0.331942	0.208768	0.488518	0.511482	0.210856	0.219207	0.173278	0.39666	0.392484	0.607516	0.219207	0.300626	0.223382	0.256785	0.524008	0.475992	0.530119	51581.855	0.709205	0.330544	0.502092	0.299163	0.125523	0.667364	0.332636	0.140167	0.094142	0.046025	9.671303	8.297071
BSU02430	glsA	glutaminase																		GLUTAMIN-RXN ;	08/08/2012 14:35	no	15995196, 18459799	16.11 : Scavenge (Catabolism) ;	1	adanchin	0.276423	0.2429	0.251016	0.229675	0.493902	0.506098	0.286585	0.192073	0.347561	0.17378	0.539634	0.460366	0.314024	0.219512	0.170732	0.295732	0.390244	0.609756	0.228659	0.317073	0.234756	0.219512	0.551829	0.448171	0.528759	36185.21	-0.068196	0.287462	0.474006	0.2263	0.116208	0.59633	0.40367	0.235474	0.116208	0.119266	5.436333	9.519878
BSU02440	glnJ	two-component sensor histidine kinase [GlnL] for glutamine degradation																			02/06/2008 12:43	no	11717295, 15995196	16.12 : Sense ; 16.3 : Control ;	2	clo	0.264396	0.1882	0.265207	0.282238	0.453366	0.546634	0.284672	0.20438	0.321168	0.189781	0.525547	0.474453	0.309002	0.172749	0.145985	0.372263	0.318735	0.681265	0.199513	0.187348	0.328467	0.284672	0.515815	0.484185	0.469971	46799.455	0.071463	0.234146	0.42439	0.265854	0.141463	0.565854	0.434146	0.25122	0.126829	0.12439	5.642693	9.173171
BSU02450	glnL	two-component response regulator [GlnJ] for glutamine utilisation																			30/04/2007 12:12	no	11717295, 15995196	16.3 : Control ;	1	adanchin	0.303704	0.2127	0.253968	0.22963	0.466667	0.533333	0.292063	0.238095	0.32381	0.146032	0.561905	0.438095	0.355556	0.190476	0.142857	0.311111	0.333333	0.666667	0.263492	0.209524	0.295238	0.231746	0.504762	0.495238	0.480363	35709.705	-0.381529	0.242038	0.388535	0.226115	0.101911	0.490446	0.509554	0.315287	0.175159	0.140127	6.958717	9.044586
BSU02460	ycbC	5-dehydro-4-deoxyglucarate dehydratase																		4.2.1.41-RXN ;	21/02/2012 10:41	no	12044674	16.11 : Scavenge (Catabolism) ;	1	ebelda	0.270766	0.2136	0.270766	0.244876	0.484358	0.515642	0.265372	0.203883	0.359223	0.171521	0.563107	0.436893	0.33657	0.203883	0.15534	0.304207	0.359223	0.640777	0.210356	0.23301	0.297735	0.2589	0.530744	0.469256	0.539682	34038.745	-0.121429	0.262987	0.474026	0.246753	0.100649	0.590909	0.409091	0.227273	0.113636	0.113636	5.659035	9.49026
BSU02470	ycbD	2,5-dioxovalerate dehydrogenase (alpha-ketoglutaric semialdehyde dehydrogenase)																		25-DIOXOVALERATE-DEHYDROGENASE-RXN ;	21/02/2012 10:33	no	12044674, 17202142	16.11 : Scavenge (Catabolism) ;	1	ebelda	0.271984	0.227	0.286299	0.214724	0.513292	0.486708	0.296524	0.149284	0.415133	0.139059	0.564417	0.435583	0.306748	0.249489	0.163599	0.280164	0.413088	0.586912	0.212679	0.282209	0.280164	0.224949	0.562372	0.437628	0.535243	52412.535	-0.075205	0.334016	0.543033	0.223361	0.07377	0.569672	0.430328	0.227459	0.102459	0.125	4.982491	9.47541
BSU02480	gudP	glucarate transporter																			30/03/2007 13:10	no	12044674, 15849754, 16850406	16.1 : Circulate ;	1	adanchin	0.208333	0.2383	0.255848	0.297515	0.494152	0.505848	0.25	0.16886	0.328947	0.252193	0.497807	0.502193	0.190789	0.252193	0.179825	0.377193	0.432018	0.567982	0.184211	0.29386	0.258772	0.263158	0.552632	0.447368	0.544032	49241.82	0.645714	0.345055	0.518681	0.274725	0.145055	0.676923	0.323077	0.131868	0.079121	0.052747	9.127953	8.189011
BSU02490	gudD	glucarate dehydratase																		RXN0-5285 ; GLUCARDEHYDRA-RXN ;	30/03/2007 13:11	no	12044674	16.11 : Scavenge (Catabolism) ;	1	adanchin	0.25	0.2237	0.30117	0.225146	0.524854	0.475146	0.234649	0.241228	0.364035	0.160088	0.605263	0.394737	0.309211	0.223684	0.197368	0.269737	0.421053	0.578947	0.20614	0.20614	0.342105	0.245614	0.548246	0.451754	0.499831	50746.61	-0.351429	0.29011	0.485714	0.204396	0.105495	0.538462	0.461538	0.272527	0.138462	0.134066	5.666191	9.705495
BSU02500	ycbG	transcriptional regulator (GntR family)																			30/03/2007 12:59	no	12044674	16.3 : Control ;	1	adanchin	0.320513	0.2108	0.246439	0.222222	0.457265	0.542735	0.333333	0.200855	0.34188	0.123932	0.542735	0.457265	0.376068	0.179487	0.132479	0.311966	0.311966	0.688034	0.252137	0.252137	0.264957	0.230769	0.517094	0.482906	0.492732	26549.61	-0.321888	0.223176	0.420601	0.261803	0.094421	0.506438	0.493562	0.330472	0.175966	0.154506	6.166603	9.381974
BSU02510	garD	D-galactarate dehydratase																		GALACTARDEHYDRA-RXN ;	30/03/2007 09:45	no	9772162	16.11 : Scavenge (Catabolism) ;	1	adanchin	0.249837	0.2316	0.296151	0.22244	0.527723	0.472277	0.250489	0.21135	0.395303	0.142857	0.606654	0.393346	0.272016	0.236791	0.205479	0.285714	0.44227	0.55773	0.227006	0.246575	0.287671	0.238748	0.534247	0.465753	0.479629	54791.285	-0.072157	0.313725	0.562745	0.247059	0.076471	0.586275	0.413725	0.235294	0.117647	0.117647	5.579353	9.478431
BSU02520	ycbJ	putative phosphotransferase																			30/03/2007 13:06	no	12044674	16.8 : Protect ;	2	adanchin	0.292074	0.2161	0.261672	0.230185	0.477742	0.522258	0.250814	0.234528	0.371336	0.143322	0.605863	0.394137	0.34202	0.237785	0.143322	0.276873	0.381107	0.618893	0.283388	0.175896	0.270358	0.270358	0.446254	0.553746	0.566554	34479.595	-0.35817	0.261438	0.48366	0.218954	0.107843	0.529412	0.470588	0.271242	0.117647	0.153595	4.752953	9.542484
BSU_misc_RNA_6	tboW	T-box riboswitch specific of tryptophane tRNA ligase																			30/01/2012 14:25		9098041, 10706627, 12165569, 12547201, 1317842			adanchin																																						
BSU02530	rtpA	anti-TRAP regulator																			23/03/2007 18:29	no	10706627, 11557884, 12855807, 15099736, 15213402, 15743934, 16306262	16.3 : Control ;	3	adanchin	0.302469	0.1914	0.246914	0.259259	0.438272	0.561728	0.296296	0.185185	0.37037	0.148148	0.555556	0.444444	0.314815	0.222222	0.203704	0.259259	0.425926	0.574074	0.296296	0.166667	0.166667	0.37037	0.333333	0.666667	0.6488	5649.34	0.062264	0.358491	0.54717	0.226415	0.056604	0.603774	0.396226	0.245283	0.113208	0.132075	5.04882	9.773585
BSU02540	ycbK	putative efflux transporter																			30/03/2007 12:52	no	10706627, 15063849, 15849754, 16850406, 16879415, 17114263	16.1 : Circulate ;	2	adanchin	0.221512	0.2034	0.27263	0.302449	0.476038	0.523962	0.246006	0.194888	0.345048	0.214058	0.539936	0.460064	0.188498	0.230032	0.182109	0.399361	0.412141	0.587859	0.230032	0.185304	0.290735	0.29393	0.476038	0.523962	0.503699	33967.385	0.762821	0.323718	0.461538	0.275641	0.134615	0.733974	0.266026	0.144231	0.092949	0.051282	9.416023	8.990385
BSU02550	ycbL	two-component response regulator [YcbM]																			02/03/2009 16:26	no	11717295	16.3 : Control ;	2	gmeurice	0.293686	0.1938	0.258443	0.254038	0.452276	0.547724	0.273128	0.202643	0.334802	0.189427	0.537445	0.462555	0.365639	0.171806	0.132159	0.330396	0.303965	0.696035	0.242291	0.207048	0.30837	0.242291	0.515419	0.484581	0.492052	25807.615	-0.203097	0.212389	0.429204	0.261062	0.115044	0.539823	0.460177	0.292035	0.137168	0.154867	5.102333	8.946903
BSU02560	ycbM	two-component sensor histidine kinase [YcbL]																			07/05/2008 09:17	no	11717295	16.3 : Control ; 16.12 : Sense ;	2	clo	0.310897	0.2233	0.241453	0.224359	0.464744	0.535256	0.349359	0.217949	0.288462	0.144231	0.50641	0.49359	0.352564	0.201923	0.137821	0.307692	0.339744	0.660256	0.230769	0.25	0.298077	0.221154	0.548077	0.451923	0.488128	35279.32	-0.26045	0.254019	0.434084	0.247588	0.080386	0.508039	0.491961	0.257235	0.135048	0.122186	7.093834	9.199357
BSU02570	ycbN	putative ABC efflux transporter (ATP-binding protein)																			07/05/2008 09:22	no	12486040	16.1 : Circulate ;	1	clo	0.32684	0.2078	0.235931	0.229437	0.443723	0.556277	0.386364	0.185065	0.292208	0.136364	0.477273	0.522727	0.366883	0.165584	0.12987	0.337662	0.295455	0.704545	0.227273	0.272727	0.285714	0.214286	0.558442	0.441558	0.50886	34483.66	-0.105537	0.2443	0.423453	0.28013	0.084691	0.527687	0.472313	0.250814	0.127036	0.123779	5.856743	8.882736
BSU02580	ycbO	putative Na+-driven exporter or maturation protein																			21/05/2008 17:50	no	15849754, 16850406	16.1 : Circulate ; 16.6 : Maintain ;	2	david	0.240175	0.2198	0.234352	0.305677	0.454148	0.545852	0.358079	0.122271	0.283843	0.235808	0.406114	0.593886	0.174672	0.235808	0.148472	0.441048	0.384279	0.615721	0.187773	0.30131	0.270742	0.240175	0.572052	0.427948	0.496332	25061.095	0.903509	0.311404	0.460526	0.311404	0.131579	0.675439	0.324561	0.135965	0.092105	0.04386	9.852669	8.057018
BSU02590	ycbP	putative inner integral membrane protein																			08/05/2007 11:34	no	15849754, 16850406	16.13 : Shape ;	3	adanchin	0.224806	0.1576	0.271318	0.346253	0.428941	0.571059	0.317829	0.131783	0.325581	0.224806	0.457364	0.542636	0.20155	0.186047	0.155039	0.457364	0.341085	0.658915	0.155039	0.155039	0.333333	0.356589	0.488372	0.511628	0.608914	14053.445	0.986719	0.304688	0.4375	0.3125	0.148438	0.742188	0.257812	0.140625	0.078125	0.0625	6.231544	8.851562
BSU02600	cwlJ	cell wall hydrolase																			23/03/2007 18:35	no	11466292, 11807087, 12177332, 16936016, 9515903	16.3 : Control ; 16.5 : Explore ;	1	adanchin	0.242424	0.2121	0.310023	0.235431	0.522145	0.477855	0.251748	0.223776	0.321678	0.202797	0.545455	0.454545	0.300699	0.216783	0.244755	0.237762	0.461538	0.538462	0.174825	0.195804	0.363636	0.265734	0.559441	0.440559	0.43292	16462.135	-0.505634	0.288732	0.471831	0.147887	0.15493	0.556338	0.443662	0.253521	0.161972	0.091549	9.542702	10.915493
BSU02610	ycbR	conserved hypothetical protein																			23/04/2008 08:59	no			2	clo	0.300546	0.1653	0.258197	0.275956	0.423497	0.576503	0.295082	0.172131	0.348361	0.184426	0.520492	0.479508	0.381148	0.163934	0.135246	0.319672	0.29918	0.70082	0.22541	0.159836	0.290984	0.32377	0.45082	0.54918	0.555924	27878.83	-0.415226	0.1893	0.465021	0.242798	0.111111	0.510288	0.489712	0.325103	0.160494	0.164609	5.649315	8.831276
BSU02619	yczK	hypothetical protein																			04/02/2009 11:32	no			2	gmeurice	0.276836	0.2147	0.231638	0.276836	0.446328	0.553672	0.305085	0.186441	0.237288	0.271186	0.423729	0.576271	0.271186	0.186441	0.237288	0.305085	0.423729	0.576271	0.254237	0.271186	0.220339	0.254237	0.491525	0.508475	0.517082	6535.085	-0.084483	0.362069	0.482759	0.172414	0.155172	0.517241	0.482759	0.155172	0.068966	0.086207	4.828575	9.137931
BSU02620	phoD	alkaline phosphatase D																		ALKAPHOSPHA-RXN ;	01/02/2012 08:58	no	11719524, 12867413, 16698798, 19395490, 19616508, 21479178	16.11 : Scavenge (Catabolism) ;	2	adanchin	0.290525	0.2403	0.246575	0.222603	0.486872	0.513128	0.267123	0.22089	0.330479	0.181507	0.55137	0.44863	0.371575	0.236301	0.160959	0.231164	0.39726	0.60274	0.232877	0.263699	0.248288	0.255137	0.511986	0.488014	0.549957	65968.17	-0.631389	0.281304	0.516295	0.16295	0.152659	0.502573	0.497427	0.26072	0.150943	0.109777	8.596886	9.552316
BSU02630	tatAD	component of the twin-arginine pre-protein translocation pathway																			12/04/2011 09:46	no	12867413, 15554971, 16678787, 19049517, 21479530	16.1 : Circulate ;	2	adanchin	0.28169	0.2347	0.253521	0.230047	0.488263	0.511737	0.309859	0.183099	0.352113	0.15493	0.535211	0.464789	0.253521	0.253521	0.15493	0.338028	0.408451	0.591549	0.28169	0.267606	0.253521	0.197183	0.521127	0.478873	0.491711	7430.405	0.22	0.328571	0.471429	0.271429	0.057143	0.585714	0.414286	0.242857	0.128571	0.114286	8.300804	7.685714
BSU02640	tatCD	component of the twin-arginine pre-protein translocation pathway																			16/12/2008 09:38	no	16698798, 19049517	16.1 : Circulate ;	2	adanchin	0.196159	0.2236	0.249657	0.33059	0.473251	0.526749	0.263374	0.197531	0.279835	0.259259	0.477366	0.522634	0.185185	0.222222	0.127572	0.465021	0.349794	0.650206	0.139918	0.251029	0.341564	0.26749	0.592593	0.407407	0.454135	27705.415	0.858264	0.239669	0.404959	0.322314	0.169421	0.694215	0.305785	0.181818	0.107438	0.07438	9.18734	8.479339
BSU02650	pcp	pyrrolidone-carboxylate peptidase																		PYROGLUTAMYL-PEPTIDASE-I-RXN ;	21/02/2012 10:44	no	1362573	16.6 : Maintain ; 16.11 : Scavenge (Catabolism) ;	1	ebelda	0.287037	0.2562	0.243827	0.212963	0.5	0.5	0.300926	0.236111	0.337963	0.125	0.574074	0.425926	0.296296	0.282407	0.157407	0.263889	0.439815	0.560185	0.263889	0.25	0.236111	0.25	0.486111	0.513889	0.534174	23773.3	-0.258605	0.297674	0.511628	0.209302	0.102326	0.553488	0.446512	0.255814	0.139535	0.116279	6.40992	9.581395
BSU02660	ycbU	putative cysteine desulfurase																			30/05/2007 15:32	no		16.2 : Construct biomass (Anabolism) ;	2	gmeurice	0.256065	0.2111	0.285714	0.24708	0.496855	0.503145	0.234501	0.204852	0.385445	0.175202	0.590296	0.409704	0.318059	0.274933	0.134771	0.272237	0.409704	0.590296	0.215633	0.153639	0.336927	0.293801	0.490566	0.509434	0.502443	40732.015	-0.091351	0.310811	0.505405	0.224324	0.127027	0.572973	0.427027	0.262162	0.145946	0.116216	6.450081	9.213514
BSU02670	lmrB	efflux transporter; drug-export protein																			23/01/2007 13:40	no	15317768, 15849754, 16850406	16.1 : Circulate ; 16.8 : Protect ;	2	adanchin	0.218056	0.2354	0.238194	0.308333	0.473611	0.526389	0.30625	0.2	0.289583	0.204167	0.489583	0.510417	0.152083	0.252083	0.139583	0.45625	0.391667	0.608333	0.195833	0.254167	0.285417	0.264583	0.539583	0.460417	0.59555	51706.34	1.020877	0.308977	0.488518	0.327766	0.11691	0.718163	0.281837	0.087683	0.058455	0.029228	9.438881	8.350731
BSU02680	lmrA	transcriptional repressor of lmrAB and yxaGH operons																			01/06/2007 15:54	no	12718394, 15317768, 17483215	16.3 : Control ; 16.8 : Protect ;	1	adanchin	0.266314	0.2363	0.275132	0.222222	0.511464	0.488536	0.269841	0.201058	0.333333	0.195767	0.534392	0.465608	0.333333	0.227513	0.195767	0.243386	0.42328	0.57672	0.195767	0.280423	0.296296	0.227513	0.57672	0.42328	0.513659	20661.815	-0.262234	0.345745	0.457447	0.202128	0.085106	0.537234	0.462766	0.260638	0.12234	0.138298	5.211601	9.31383
BSU02690	ansZ	L-asparaginase 2 (putative lipoprotein)																		ASPARAGHYD-RXN ;	22/02/2014 10:25	no	11914346, 17686772	16.6 : Maintain ; 16.11 : Scavenge (Catabolism) ;	2	adanchin	0.314716	0.2154	0.230496	0.239362	0.445922	0.554078	0.327128	0.143617	0.375	0.154255	0.518617	0.481383	0.329787	0.281915	0.12234	0.265957	0.404255	0.595745	0.287234	0.220745	0.194149	0.297872	0.414894	0.585106	0.548267	40101.62	-0.251733	0.344	0.589333	0.218667	0.069333	0.501333	0.498667	0.24	0.122667	0.117333	6.187859	8.808
BSU02700	estA	secreted alkaliphilic lipase																		TRIACYLGLYCEROL-LIPASE-RXN ;	06/08/2014 11:52	no	15812018, 18053819, 11029590, 8396026, 24827611	16.8 : Protect ; 16.11 : Scavenge (Catabolism) ;	3	adanchin	0.302034	0.1956	0.255086	0.247261	0.450704	0.549296	0.342723	0.15493	0.338028	0.164319	0.492958	0.507042	0.305164	0.197183	0.187793	0.309859	0.384977	0.615023	0.258216	0.234742	0.239437	0.267606	0.474178	0.525822	0.558676	22790.125	-0.005189	0.320755	0.561321	0.254717	0.103774	0.575472	0.424528	0.179245	0.122642	0.056604	9.724495	8.896226
BSU02710	yczC	putative integral inner membrane protein																			30/04/2007 12:24	no	15849754, 16850406		2	adanchin	0.252604	0.224	0.247396	0.276042	0.471354	0.528646	0.304688	0.179688	0.335938	0.179688	0.515625	0.484375	0.21875	0.242188	0.117188	0.421875	0.359375	0.640625	0.234375	0.25	0.289062	0.226562	0.539062	0.460938	0.492352	13931.4	0.90315	0.291339	0.440945	0.346457	0.110236	0.700787	0.299213	0.181102	0.125984	0.055118	9.762627	8.23622
BSU02720	yccF	conserved hypothetical protein																			30/04/2007 12:25	no			1	adanchin	0.321263	0.2117	0.25441	0.212628	0.46611	0.53389	0.300836	0.153203	0.376045	0.169916	0.529248	0.470752	0.367688	0.228412	0.133705	0.270195	0.362117	0.637883	0.295265	0.253482	0.253482	0.197772	0.506964	0.493036	0.628184	40004.095	-0.315642	0.282123	0.46648	0.198324	0.108939	0.522346	0.477654	0.298883	0.139665	0.159218	5.160545	8.891061
BSU02730	natK	two-component sensor histidine kinase [NatR]																			30/04/2007 12:20	no	11717295, 17322186	16.12 : Sense ; 16.3 : Control ;	2	adanchin	0.261233	0.2236	0.248694	0.266458	0.472309	0.527691	0.266458	0.210031	0.319749	0.203762	0.529781	0.470219	0.288401	0.244514	0.169279	0.297806	0.413793	0.586207	0.22884	0.216301	0.257053	0.297806	0.473354	0.526646	0.5175	35043.005	0.096855	0.330189	0.493711	0.235849	0.122642	0.581761	0.418239	0.201258	0.119497	0.081761	8.411888	8.940252
BSU02740	natR	two-component response regulator [NatK]																			30/04/2007 12:23	no	11717295, 17322186	16.3 : Control ; 16.8 : Protect ;	1	adanchin	0.292023	0.2051	0.225071	0.277778	0.430199	0.569801	0.294872	0.179487	0.316239	0.209402	0.495726	0.504274	0.388889	0.200855	0.098291	0.311966	0.299145	0.700855	0.192308	0.235043	0.260684	0.311966	0.495726	0.504274	0.49488	26967.79	-0.333047	0.236052	0.433476	0.23176	0.154506	0.48927	0.51073	0.317597	0.175966	0.141631	6.590004	8.95279
BSU02750	natA	Na+ ABC efflux transporter (ATP-binding protein)																			30/04/2007 12:27	no	10356997, 17322186	16.1 : Circulate ; 16.8 : Protect ;	1	adanchin	0.302294	0.2011	0.269906	0.226721	0.470985	0.529015	0.348178	0.174089	0.331984	0.145749	0.506073	0.493927	0.311741	0.149798	0.206478	0.331984	0.356275	0.643725	0.246964	0.279352	0.271255	0.202429	0.550607	0.449393	0.480807	27877.175	-0.222358	0.260163	0.426829	0.247967	0.089431	0.51626	0.48374	0.296748	0.162602	0.134146	8.767464	9.394309
BSU02760	natB	Na+ ABC efflux transporter (permease)																			30/04/2007 12:29	no	10356997, 15849754, 16850406, 17322186	16.1 : Circulate ; 16.8 : Protect ;	2	adanchin	0.262705	0.2257	0.223084	0.288544	0.448751	0.551249	0.302326	0.18863	0.297158	0.211886	0.485788	0.514212	0.26615	0.232558	0.095607	0.405685	0.328165	0.671835	0.219638	0.255814	0.276486	0.248062	0.5323	0.4677	0.526249	42790.805	0.476166	0.264249	0.458549	0.295337	0.108808	0.606218	0.393782	0.189119	0.093264	0.095855	5.489525	8.018135
BSU02770	yccK	putative ion channel associated enzyme																			30/04/2007 12:33	no	17322186	16.1 : Circulate ;	3	adanchin	0.306538	0.2047	0.258307	0.230439	0.463023	0.536977	0.279743	0.199357	0.369775	0.151125	0.569132	0.430868	0.389068	0.180064	0.141479	0.289389	0.321543	0.678457	0.250804	0.234727	0.263666	0.250804	0.498392	0.501608	0.517762	34799.135	-0.411935	0.245161	0.454839	0.232258	0.103226	0.509677	0.490323	0.312903	0.148387	0.164516	5.190773	8.887097
BSU02780	ycdA	lipoprotein involved in swarming behaviour																			27/06/2012 19:37	no	22496484		2	adanchin	0.36338	0.1991	0.2	0.237559	0.399061	0.600939	0.338028	0.115493	0.366197	0.180282	0.48169	0.51831	0.433803	0.23662	0.087324	0.242254	0.323944	0.676056	0.31831	0.24507	0.146479	0.290141	0.391549	0.608451	0.671618	39178.275	-0.603955	0.293785	0.533898	0.189266	0.084746	0.443503	0.556497	0.313559	0.141243	0.172316	4.902168	8.19209
BSU02790	ycdB	putative hydrolase																			08/05/2007 11:44	no		16.6 : Maintain ; 16.11 : Scavenge (Catabolism) ;	2	adanchin	0.274137	0.1966	0.279774	0.249471	0.476392	0.523608	0.232558	0.200846	0.40592	0.160677	0.606765	0.393235	0.369979	0.17759	0.175476	0.276956	0.353066	0.646934	0.219873	0.211416	0.257928	0.310782	0.469345	0.530655	0.540303	53862.675	-0.497458	0.224576	0.457627	0.201271	0.135593	0.540254	0.459746	0.336864	0.144068	0.192797	4.754448	9.775424
