Name	Locus_tag	StartV3	EndV3	StartV2	EndV2	Strand	Keeptot	Keeptrim	Id260210	OrigId	classif	S1_1_hyb28384002	S1_2_hyb28358602	S1_3_hyb29569102	S2_1_hyb28345202_01	S2_2_hyb28438702_01	S2_3_hyb29584002	S3_1_hyb28353902	S3_2_hyb28407302_01	S3_3_hyb29593702	S4_1_hyb28353602_01	S4_2_hyb29633702	S4_3_hyb29593902	S5_1_hyb28387702	S5_2_hyb29581902	S5_3_hyb29636602	S6_1_hyb28357602	S6_2_hyb29634602	S6_3_hyb29637702	nit_1_hyb32848302	nit_2_hyb32848802	nit_3_hyb32848702	ferm_1_hyb32835902	ferm_2_hyb32848502	ferm_3_hyb32875102	T.4.40H_1_hyb32876002	T.3.40H_1_hyb32860502	T.2.40H_1_hyb32875702	T.1.40H_1_hyb32874902	T.1.10H_1_hyb32875902	T.0.40H_1_hyb32860902	T0.0H_1_hyb32860102	T0.30H_1_hyb32876202	T1.0H_1_hyb34436402	T1.30H_1_hyb34528602	T2.0H_1_hyb34508402	T2.30H_1_hyb34549502	T3.0H_1_hyb34489302	T3.30H_1_hyb34489502	T4.0H_1_hyb34533902	T5.0H_1_hyb34489402	HiTm_1_hyb25345002	HiTm_2_hyb25344702	HiTm_3_hyb25347002	LoTm_1_hyb25348402	LoTm_2_hyb25348102	LoTm_3_hyb25348002	HiOs_1_hyb25346802	HiOs_2_hyb25344902	HiOs_3_hyb25347502	Heat_1_hyb25340602	Heat_2_hyb25344602	Heat_3_hyb25341002	Cold_1_hyb25347802	Cold_2_hyb25344502	Cold_3_hyb25340802	Etha_1_hyb25348602	Etha_2_hyb25340502	Etha_3_hyb25340702	Salt_1_hyb25345102	Salt_2_hyb25344802	Salt_3_hyb25347202	M40t45_1_hyb25414802	M40t45_2_hyb28390602	M40t45_3_hyb28463502	M40t90_1_hyb27061602	M40t90_2_hyb28384202_01	M40t90_3_hyb28384802_01	dia5_1_hyb25337802	dia5_2_hyb25340002	dia5_3_hyb25348502	dia15_1_hyb25321902	dia15_2_hyb25339602	dia15_3_hyb25339402	Diami_1_hyb27744802	Diami_2_hyb32848002	Diami_3_hyb27744702	Paraq_1_hyb29583002	Paraq_2_hyb32848102	H2O2_1_hyb32848202	H2O2_2_hyb32844902	H2O2_3_hyb27746602
ydaB	BSU04170	469426	470937	468982	470494	1	TRUE	TRUE	-	-	-	0.1264	-0.3191	-0.3651	0.1143	-0.3815	-0.3999	1.1933	0.8338	1.6495	2.0914	1.7253	1.5014	3.0972	3.0775	3.1487	3.0874	0.6425	2.7025	0.9054	0.6156	0.6717	0.6968	0.4414	1.3931	0.0289	0.0128	0.0579	0.43	0.8749	0.5314	0.2943	0.5792	-0.1032	-0.1068	-0.1586	-0.1838	-0.4667	-0.1454	-0.1738	-0.1394	1.0506	0.3667	0.1272	0.6015	0.52	0.0574	-0.2932	-0.341	-0.4743	1.8386	1.8938	1.6386	0.7047	0.5618	0.1267	2.7637	2.3998	2.6561	1.4177	1.4778	1.5264	-0.0787	-0.7921	0.1128	-0.0331	0.0625	0.6762	0.0925	-0.2173	-0.352	-0.5863	-0.0549	-0.4023	-0.1563	0.146	-0.6052	0.228	0.577	-0.2985	0.0861	-0.7194
ydaC	BSU04180	470957	471502	470514	471059	-1	TRUE	TRUE	-	-	-	-0.8017	-0.5814	-1.3708	-0.2477	-0.6637	-1.0662	-0.8128	-1.0538	-0.9786	-0.3754	-0.6783	-1.1395	-0.8351	-0.4975	-0.9646	-0.6772	-0.0892	-1.0094	-0.2178	-0.3553	-0.3046	-0.1115	-0.2858	-0.0852	0.2557	0.0542	0.049	0.089	-0.1363	-0.3056	-0.2532	0.9818	0.5467	0.9592	1.09	0.6839	0.4731	0.7125	0.2877	0.7543	3.4593	0.3977	0.4647	2.5106	4.4551	2.0307	0.6169	0.6045	0.2202	2.304	2.42	1.4903	0.1412	0.1897	-0.3862	6.3729	5.1287	5.4022	4.579	5.0721	4.582	0.3174	0.2893	-0.1407	-0.2615	0.0813	-0.0238	0.8651	0.4865	0.2985	0.429	0.7337	0.838	0.1057	0.0514	0.4602	-0.2851	-0.3716	-0.4825	0.166	0.3858
ydaD	BSU04190	471709	472569	471267	472127	1	TRUE	TRUE	-	-	-	-1.4065	-1.2159	-1.8616	-0.7162	-1.1406	-1.4637	-1.1156	-1.1522	-1.0934	-0.4472	-0.7691	-1.2849	-0.9792	-0.5422	-1.0264	-0.8928	-0.5503	-1.1857	-0.7778	-0.3856	-0.9192	-0.5218	-0.2422	-0.5422	0.1024	0.0465	0.0417	-0.0024	-0.1556	-0.1986	-0.2659	1.8868	1.0217	1.1109	1.0794	0.6817	0.4122	0.5784	0.2854	0.427	5.346	2.0763	2.2086	3.4175	5.6854	2.9932	1.9342	1.8393	1.286	5.9436	5.2724	2.1968	-0.8401	-1.332	-4.3206	8.0704	6.5398	4.607	8.0044	8.3206	7.919	0.2541	0.4674	-0.0002	-0.0968	0.2073	0.1794	1.6536	0.832	0.3482	1.4803	2.0226	1.3584	0.468	0.9886	-0.5349	-0.4989	0.0433	-0.6259	1.3115	0.0659
ydaE	BSU04200	472585	473088	472143	472646	1	TRUE	TRUE	-	-	-	-0.6615	-0.411	-1.0994	0.0205	-0.2344	-0.4163	-0.291	-0.4379	-0.6328	0.0415	-0.0728	-0.7035	-0.3288	0.1489	-0.4574	-0.446	-0.1648	-0.7547	-0.3974	0.1263	-0.5125	-0.3517	-0.0726	-0.1849	0.1051	0.0167	0.0439	-0.0491	-0.2703	-0.2759	-0.1954	1.2793	0.7498	1.0305	0.9598	0.7636	0.5273	0.7398	0.4384	0.545	3.271	1.3547	1.7049	2.2763	4.2916	2.0119	1.3428	1.4685	1.0096	5.6702	5.4228	2.2823	-0.4287	-0.5565	-3.3367	8.1664	6.8462	4.9327	7.5377	7.776	7.5036	0.1697	0.4997	-0.0907	-0.2379	0.0885	0.2169	1.1475	0.5455	0.2659	0.8768	1.4269	0.9927	0.3845	0.5448	-0.2795	-0.315	-0.0473	-0.7037	0.8608	0.0383
ydaF	BSU04210	473174	473725	472731	473282	1	TRUE	TRUE	-	-	-	3.3202	3.3528	3.6207	3.1223	3.6372	3.1895	2.6471	3.8283	2.1399	2.813	2.3764	2.1806	1.9362	2.8069	2.8083	0.9316	-0.5878	1.3564	-0.5097	1.4628	0.3229	-1.1437	0.4106	-0.1619	-0.4377	-0.3512	-0.2878	-0.3054	-0.2907	-0.3087	-0.3827	-1.5035	-1.8443	-1.6097	-0.9774	-0.091	-0.4679	-0.0752	0.0827	-0.4435	-1.707	-0.4175	0.2182	0.8757	0.8381	0.9366	0.3366	-0.1043	0.2134	1.0204	1.2707	0.9548	-1.6564	-1.9777	-2.0963	2.0278	1.4817	2.2135	0.5897	0.3409	0.8413	-0.5243	2.1428	0.3867	0.447	0.0983	-0.1604	1.9272	1.2814	1.228	1.4953	0.467	0.9013	1.3316	1.7367	1.0152	0.6037	0.8479	0.0515	0.4926	-0.1607
ydaG	BSU04220	473803	474225	473360	473782	1	TRUE	TRUE	-	-	-	1.4049	1.6465	1.2907	1.1787	1.6209	1.0547	1.0974	1.8672	1.5535	2.0538	2.1339	1.7389	1.9517	2.4897	2.391	0.9813	0.1254	1.04	-0.0275	1.3561	0.4563	-0.572	0.3675	0.4308	-0.4113	-0.4377	-0.3829	-0.2261	-0.1385	-0.2076	-0.3851	0.0873	-1.0971	-1.2384	-1.0423	-0.245	-0.5353	-0.1468	-0.0274	-0.4529	3.2072	0.2349	0.4833	1.4469	2.5678	1.5892	0.6338	0.5814	0.6591	3.4372	3.3611	0.998	-1.6788	-2.3757	-4.5449	4.7063	3.7043	2.7613	4.5292	4.2532	4.2917	-0.4411	1.9223	0.1848	0.5861	-0.0459	-0.044	2.5102	1.5187	1.2674	1.8124	1.0594	1.1425	1.6542	1.8996	0.4357	0.521	0.6244	0.1186	1.0968	-0.0952
S140	new_474268_474634	474268	474634	473825	474191	1	TRUE	TRUE	Id260210_206	O_205	indep	1.0456	1.1318	0.4462	0.6257	-0.2176	-0.7559	1.0303	0.1388	-0.8558	1.2861	0.861	0.1217	1.2491	0.6883	1.1238	0.5797	-2.0475	0.3263	-0.3127	1.8428	-0.0598	-1.1838	1.0001	0.8724	-0.1497	-0.2391	-0.463	-0.6381	-0.335	-0.2948	-0.9281	-1.4221	-1.782	-2.0472	-1.8874	-1.0335	-0.896	-0.4652	-0.4607	-0.9801	1.8151	0.4865	0.9133	1.67	2.5059	1.7645	0.4924	1.1596	0.8705	1.9905	1.8	0.9845	3.0086	2.9788	1.7237	3.549	3.2047	2.9027	4.2051	3.8868	3.5991	-1.2667	-0.054	0.2127	0.057	-0.2188	0.0074	0.2581	0.6939	0.6403	1.5061	2.3354	1.455	0.6799	0.392	-0.2883	0.969	1.2858	0.2181	0.9235	-0.4885
ydaH	BSU04230	474731	475540	474288	475097	1	TRUE	TRUE	-	-	-	1.9403	2.0327	1.9797	0.2515	-0.0056	-0.2879	-0.0485	-0.0674	-0.5857	0.2756	-0.2785	-0.2987	0.1874	0.3442	0.4917	0.2946	0.8601	-0.128	-2.3962	-0.7512	-1.01	-2.4474	0.4799	-0.1676	0.7134	1.0062	0.7988	1.569	2.3465	2.1901	1.4727	1.3117	0.8396	0.3461	-0.0555	0.3842	-0.4305	-0.145	-0.0919	-0.581	-0.1685	0.6989	0.4411	-0.8911	-1.4362	-1.3117	-0.8486	-0.5817	-0.7456	3.0764	2.9058	1.3185	0.2097	-0.1358	-1.5438	2.5424	2.0135	1.6133	2.8586	2.7134	2.9301	0.1352	-2.2141	0.6769	-0.0853	-0.0954	-0.1635	-1.4794	-1.4065	-1.1543	0.1383	-0.3358	-0.268	-0.2186	-0.498	-1.8748	1.2783	1.4999	1.5522	2.1391	0.5937
ydzA	BSU04240	475584	475874	475141	475431	-1	TRUE	TRUE	-	-	-	-3.0342	-2.7382	-2.5744	0.8254	0.6872	0.6084	0.9449	0.3189	0.4805	0.2916	0.73	0.3734	0.4621	0.4854	1.1158	0.1027	-2.5888	0.3566	2.4067	3.7611	1.8122	2.2355	2.9042	1.9406	-0.0505	-0.0504	-0.1476	-0.2737	-0.0965	-0.1988	-0.4372	2.6837	0.5488	1.1505	1.1053	1.4099	0.762	1.0362	1.0785	0.4237	1.3914	0.4027	0.5766	-0.6036	-1.8598	-1.5155	-0.4085	-1.4339	-1.4725	0.7449	0.2511	0.1978	-0.9351	-1.3152	-1.1065	-0.2427	-0.9541	-0.3739	-1.5652	-1.5196	-1.5933	-0.4609	0.4002	0.4922	0.6789	-0.1802	0.3118	0.1929	-0.0683	-0.7456	0.1404	0.2194	-1.5088	-0.008	0.2596	-0.7196	0.4332	0.5929	0.068	0.2489	-1.0306
lrpC	BSU04250	476059	476493	475616	476050	1	TRUE	TRUE	-	-	-	0.7021	0.1889	0.205	1.9194	1.0448	0.6691	1.0819	0.5181	-1.1207	0.7471	-0.167	-1.124	-0.2072	-0.1018	-0.1222	-1.3289	-2.7842	-1.3709	0.5173	2.1559	0.2774	0.2611	1.4134	-0.0627	-0.3555	-0.4939	-0.7708	-0.8254	-0.844	-0.9331	-1.1161	-1.1058	-1.3267	-1.2463	-1.036	-0.3778	-0.9693	-0.663	-0.6106	-1.3305	0.2629	0.7549	1.0653	-0.3118	-0.9603	-0.5812	0.7383	0.342	0.625	0.5316	0.5065	0.5286	-0.5627	-1.1055	-1.5049	-0.5223	-0.1477	0.2832	-0.8818	-1.01	-0.8696	-0.5351	0.1029	0.1998	0.1077	0.1596	0.1614	0.2987	0.2644	-0.2638	0.3434	0.2405	-0.4035	0.1061	0.3373	0.0499	-0.2762	0.4	-0.0224	0.2757	-0.37
topB	BSU04260	476558	478741	476115	478298	1	TRUE	TRUE	-	-	-	-0.2848	-0.4987	-0.9317	0.0639	-0.3522	-0.6021	-0.1878	-0.6122	-1.135	-0.4914	-0.6233	-1.9743	-0.9506	-0.656	-1.3144	-1.4851	-4.1301	-1.8108	-0.2737	1.238	-0.3183	-0.7834	0.8097	-0.1753	-0.1858	-0.5768	-0.924	-1.0255	-0.8858	-1.0179	-1.175	-2.237	-2.1549	-2.2127	-2.0681	-1.2734	-1.6622	-1.1034	-1.1135	-1.781	0.4416	0.2321	0.2104	0.8269	0.1353	0.2743	0.6586	0.0557	0.334	0.3947	0.5072	0.1282	1.5571	1.2334	0.6776	-1.5894	-1.3763	-0.8886	-0.2284	-0.47	-0.2607	-0.481	-0.8855	0.0477	0.4439	0.3046	0.4827	-0.5455	-0.3939	-0.8205	0.7602	0.8768	-0.6953	-0.0234	0.131	-0.1544	0.3666	0.6715	0.6847	0.8425	0.2997
S141	new_478812_478943	478812	478943	478369	478500	1	TRUE	TRUE	Id260210_207	O_206	5'	0.8073	-0.1336	0.5831	0.1141	-0.9345	-0.7441	0.0097	-0.7666	-1.0357	0.1817	-1.1695	-0.7485	-0.2769	-1.001	-0.1855	-0.866	-1.3813	-0.739	-0.8979	0.2373	-0.3187	-1.2464	-0.1486	-0.042	-0.2066	-0.5087	-0.584	-0.8821	-0.6994	-1.182	-1.1772	-0.5104	-0.8534	-0.7511	-0.6823	-1.04	-0.9416	-0.6361	-1.1257	-1.0885	2.656	0.4333	0.2091	0.6314	0.5852	0.034	0.0348	-0.6011	-0.5108	1.5847	2.1352	1.7573	1.3663	0.8632	0.1027	3.6988	2.6124	3.1413	1.7216	2.3538	2.1237	0.0936	-0.7669	0.0229	-0.1779	0.1843	0.3057	0.0265	-0.8395	-0.4891	1.1438	0.4986	0.3383	-0.3485	0.1949	-0.4438	-0.528	0.3603	0.3393	0.936	0.122
ydaJ	BSU04270	478944	480032	478501	479589	1	TRUE	TRUE	-	-	-	0.3294	0.1587	0.1832	-0.3121	-0.7791	-0.8087	0.1487	0.2453	-0.318	0.9491	0.2382	0.0877	0.3734	0.838	0.6594	0.7308	0.9597	0.8596	-1.2688	0.0157	-1.0012	-1.527	-0.3155	-0.6159	0.0506	-0.0671	-0.3317	-0.6687	-0.6082	-0.8478	-0.9521	-0.3161	-0.7889	-0.5497	-0.3869	-0.5082	-0.8371	-0.6052	-0.7923	-0.7422	0.6131	-0.1528	-0.2694	0.2388	0.2749	0.0154	-0.6951	-0.7109	-0.8097	1.4303	1.6395	1.2101	1.2278	0.8279	-0.0107	2.8709	2.5025	2.6821	0.7478	1.0726	1.0418	0.0421	-1.2539	0.239	-0.0826	0.1574	0.3517	-1.0814	-1.0526	-1.3813	0.4206	0.3287	-0.6923	-1.5995	-1.1303	-1.7074	0.776	1.0951	0.0555	0.4364	-0.3517
ydaK	BSU04280	480013	480864	479570	480421	1	TRUE	TRUE	-	-	-	0.3655	-0.0047	0.1082	0.0192	-0.6642	-0.8529	0.1175	-0.3031	-0.5149	0.356	-0.17	-0.5287	0.0579	0.0344	-0.0413	0.1205	-0.3968	-0.0616	-1.2135	-0.1724	-0.8903	-1.3125	-0.314	-0.4505	-0.0333	-0.3389	-0.3914	-0.6682	-0.8325	-1.0416	-1.1083	-0.6214	-0.8531	-0.418	-0.205	-0.4802	-0.6773	-0.4504	-0.7433	-0.5746	0.0538	-0.2412	-0.3338	0.4144	0.2076	-0.136	-0.3482	-0.3059	-0.5335	0.9735	1.1835	1.0098	1.2996	0.6016	0.2848	1.8812	1.73	1.8659	0.7149	1.0867	1.0082	0.1441	-1.0583	0.047	-0.044	0.0943	0.1172	-1.1172	-1.0497	-1.4124	0.4975	0.0995	-1.238	-1.6655	-1.233	-1.7375	0.509	1.1091	0.2126	0.7738	-0.1415
ydaL	BSU04290	480875	482584	480432	482141	1	TRUE	TRUE	-	-	-	0.1328	-0.2657	-0.2248	-0.1787	-0.9031	-1.0391	-0.273	-0.8243	-1.1809	-0.1742	-0.9217	-1.2768	-0.6533	-0.63	-0.8267	-0.3967	-0.9601	-0.7544	-1.1831	-0.1577	-1.1543	-1.3628	-0.3402	-0.7635	-0.0331	-0.3083	-0.4032	-0.6923	-0.7764	-1.0293	-1.0453	-0.5293	-0.7693	-0.4604	-0.2665	-0.4238	-0.6284	-0.4133	-0.7412	-0.6637	0.4113	-0.0903	-0.4092	0.2942	0.0825	-0.3796	-0.2923	-0.3354	-0.6216	1.0509	1.2612	0.8575	1.2394	0.6755	0.0673	1.6379	1.5865	1.5456	1.0889	1.4201	1.322	0.1736	-1.4235	0.103	-0.0935	0.1092	0.2195	-1.3669	-1.2193	-1.6361	0.1891	-0.0012	-1.5178	-1.7361	-1.2454	-1.5601	0.5	1.0531	0.0126	0.8134	-0.0416
ydaM	BSU04300	482577	483839	482134	483396	1	TRUE	TRUE	-	-	-	-0.1347	-0.3639	-0.324	-0.5417	-1.1072	-1.163	-0.5171	-0.909	-1.2313	-0.3023	-0.9592	-1.194	-0.7533	-0.7226	-0.8845	-0.7185	-1.1052	-0.9767	-1.2731	-0.2185	-1.2565	-1.4899	-0.4351	-0.8962	0.0242	-0.1757	-0.2446	-0.571	-0.5714	-0.8727	-0.8365	-0.342	-0.5367	-0.34	-0.1172	-0.3725	-0.6934	-0.4084	-0.638	-0.5243	0.1493	-0.0392	-0.2884	0.2415	-0.0622	-0.3636	-0.2899	-0.2566	-0.5609	0.8987	1.2178	0.758	1.182	0.6481	-0.1262	1.0155	1.2885	1.1117	1.1559	1.656	1.4167	0.1756	-1.6249	0.0917	-0.1607	0.093	0.0476	-1.5043	-1.2304	-1.7177	0.0236	0.1015	-1.566	-1.7485	-1.2787	-1.7003	0.3285	1.0762	0.0278	0.7504	-0.2257
ydaN	BSU04310	483845	485956	483402	485513	1	TRUE	TRUE	-	-	-	-0.2422	-0.6376	-0.701	-0.8602	-1.5007	-1.5509	-1.0282	-1.4885	-1.7293	-0.876	-1.5238	-1.8529	-1.3348	-1.4065	-1.655	-1.4627	-1.6704	-1.7944	-1.508	-0.4482	-1.6671	-1.6802	-0.6368	-1.382	0.0075	-0.1779	-0.3631	-0.6302	-0.63	-0.8923	-0.9202	-0.5389	-0.7929	-0.4765	-0.2238	-0.5408	-0.7587	-0.5034	-0.8041	-0.7369	0.3582	-0.1416	-0.2391	-0.009	-0.3217	-0.6843	-0.2905	-0.3945	-0.619	1.1733	1.3878	0.6983	1.1018	0.7085	-0.3447	0.7416	0.8899	0.5103	1.3849	1.6746	1.6544	0.0569	-2.0392	0.0129	-0.1185	0.0806	0.2246	-1.4855	-1.3936	-2.0083	-0.1407	0.1699	-1.9512	-1.7513	-1.2248	-1.6013	0.2546	0.887	0.0397	0.6905	-0.0908
NA	BSU_misc_RNA_7	486092	486235	485649	485792	1	TRUE	TRUE	-	-	-	0.7677	0.3136	1.1374	0.2836	0.1144	-0.083	0.3991	1.1207	0.9759	1.6263	1.0955	1.6387	1.1954	0.9604	1.8431	0.8087	-2.1345	1.1069	-0.2409	1.1753	0.1729	-0.5907	1.1211	0.7027	-0.4107	-0.3856	-0.9012	0.5277	0.9854	0.9186	-0.0354	0.6791	0.1617	0.0689	-0.969	-0.4984	-0.964	-0.922	-0.9934	-1.4247	1.0842	1.4351	1.6879	-0.708	-0.69	-0.7203	0.4758	-0.0058	-0.0546	0.8178	0.8905	0.3319	-1.504	-2.3287	-3.0687	-1.0296	-1.6132	-1.5665	-0.7586	-0.945	-0.5297	-0.5421	0.2813	0.2254	0.6173	0.3821	0.8132	-1.0181	-0.8934	-0.0252	-0.4617	0.1382	0.6407	0.6519	-0.0974	-1.2894	0.6982	0.9629	-0.2399	0.1613	-1.3893
S142	new_486278_486431	486278	486431	485835	485988	1	TRUE	TRUE	Id260210_208	O_207	inter	0.994	1.2415	1.9695	0.0027	0.2203	0.4612	-0.2411	-0.0791	0.2576	0.465	0.4819	0.3611	-0.0805	1.1457	1.6655	0.2364	-0.9643	1.2525	-0.7843	0.3084	-0.3721	-1.0811	0.6757	-0.3719	-0.5771	-0.4655	-1.0326	0.7864	1.3065	1.2245	0.1155	-0.1472	-0.9473	-1.0358	-1.154	-0.4301	-1.1555	-0.8952	-0.7254	-1.3178	-1.7337	-0.04	-0.2838	-0.6006	-0.3806	-0.436	0.3769	0.1712	-0.1563	0.1211	0.1355	-0.3122	-0.9606	-1.5059	-2.5169	-2.8882	-2.414	-3.1273	-0.7527	-0.2143	-0.4299	-0.3922	0.5333	0.2726	-0.3248	-0.3559	0.0883	-2.2812	-1.2638	-1.6483	-0.7168	-0.5119	-1.9617	-2.241	-1.7931	-2.2452	-0.2484	0.2565	-0.188	0.2792	-0.9821
ydaO	BSU04320	486432	488255	485989	487812	1	TRUE	TRUE	-	-	-	0.4169	0.1983	0.887	-0.596	-0.8213	-0.463	-0.534	-0.8554	0.1002	0.2389	-0.2151	-0.1163	0.9019	0.8584	1.6198	0.6903	-0.8632	0.8587	-0.2152	0.3205	-0.499	-1.0352	-0.4504	-0.1944	-0.3526	-0.3985	-0.8363	0.714	1.3095	1.2155	0.3777	0.2141	-0.4351	-0.6507	-0.8613	-0.22	-0.9736	-0.7058	-0.7698	-1.3144	-0.0079	0.1744	-0.2313	-0.6419	-0.68	-0.4558	0.1581	0.2038	0.123	-0.0778	-0.063	-0.4723	-1.0117	-1.3663	-2.0316	-2.1547	-1.8156	-2.4646	-0.8071	-0.5198	-0.4498	-0.1576	0.0961	0.297	0.2776	-0.2103	0.0899	-1.7658	-1.2589	-1.4004	-0.7805	-0.2519	-2.2373	-1.6458	-1.3925	-2.2658	0.0334	0.5826	-0.0618	0.3197	-1.1952
mutT	BSU04330	488314	488763	487871	488320	1	TRUE	TRUE	-	-	-	0.1287	-0.0524	-0.1218	0.7661	0.2427	0.0794	0.5528	0.1151	-0.5452	0.5315	-0.2366	-0.4587	0.0781	0.1804	0.0522	-0.1125	-0.4782	-0.5211	0.1301	0.6927	0.2623	0.4947	0.6245	0.9609	-0.3333	-0.4106	-0.7044	-0.1126	0.2889	0.1906	-0.4128	0.2798	0.407	0.4807	0.4662	0.8169	0.3532	0.4827	0.3716	0.14	1.3657	1.5129	1.9067	0.2556	0.0583	0.0455	1.5115	0.8089	0.8776	1.0273	0.793	0.6887	-0.004	0.0478	-0.209	1.1154	0.9367	0.614	0.2563	0.4846	0.7487	0.1363	-0.2893	0.0363	-0.2059	-0.1811	-0.1212	-0.4258	-0.2424	-0.5356	-0.1359	-0.0149	-0.0573	-0.7938	-0.8432	-0.3666	0.0248	0.0085	-0.6121	-0.1247	-0.2607
ydaP	BSU04340	488830	490554	488387	490111	1	TRUE	TRUE	-	-	-	-1.461	-0.7673	-1.3038	-0.6755	-0.1787	-0.4567	-0.448	-0.3829	-1.3754	-0.88	-0.3964	-1.345	-1.0361	-0.2428	-0.7412	-1.4984	-1.3087	-1.2261	-0.4884	0.3824	-0.8598	-0.3879	0.2877	-0.228	-0.1178	-0.2458	-0.3902	-0.3202	-0.1221	-0.2851	-0.5645	1.0427	0.5323	0.3305	0.2295	0.5043	-0.0884	0.2891	0.1538	0.0596	3.6538	2.0627	2.3699	0.96	2.3425	1.1232	1.7546	1.8168	1.8729	4.0934	4.2035	1.6545	-0.9567	-1.7771	-4.1159	6.1823	4.9037	3.7724	6.2224	6.2129	6.1947	-0.0749	0.4209	-0.011	0.0962	0.079	0.2958	1.5122	0.5057	-0.0826	1.0683	1.3719	0.5308	0.4709	0.9521	-0.1966	-0.001	0.1074	-0.6152	0.5886	-0.6216
S143	new_489666_490525_c	489666	490525	489223	490082	-1	TRUE	TRUE	Id260210_209	O_208	3'PT	1.0943	0.7586	0.8644	0.4852	-0.2193	-0.3236	0.345	-0.1141	-0.8223	0.2073	-0.451	-0.7108	-0.3962	-0.1753	-0.2412	-0.5682	-0.8445	-0.6586	-1.2733	0.5279	-0.3506	-1.6957	0.1417	0.6377	-0.0437	-0.252	-0.5326	-0.8092	-0.8513	-0.81	-1.2572	-1.3145	-1.5491	-1.3208	-1.2129	-1.1607	-1.2533	-0.975	-1.1639	-1.1675	-0.7363	-0.6334	-0.4791	0.7171	-0.0006	0.2832	-0.17	-0.0303	0.0102	-0.0295	-0.2455	-0.5992	0.6581	0.2691	-0.3255	-1.5343	-1.0942	-1.7951	-0.6001	-1.0123	-1.1231	-0.3236	-1.2714	0.421	-0.2433	0.0075	0.1258	-0.1835	0.9954	1.108	2.5109	2.3236	0.1082	0.1733	0.0406	0.0791	0.7481	0.9329	0.7561	1.0067	1.0002
S144	new_490527_490638_c	490527	490638	490084	490193	-1	TRUE	TRUE	Id260210_210	O_209	indep	1.6583	-0.6039	-1.3422	1.989	-3.2466	-0.0016	-0.4994	-0.9552	-6.5303	-0.2681	-3.8916	-1.8839	-1.3558	1.6933	-6.3239	-2.0338	-0.89	-3.9364	-1.4389	2.9028	-1.3672	-1.0964	0.2909	-0.4488	1.0889	-0.2197	-0.6746	-0.7921	0.5294	-0.5527	-1.4045	-2.2511	-2.311	-2.1741	-2.0859	-1.3343	-1.3418	-1.0649	-1.3875	-1.9634	-2.6569	1.1145	0.092	-0.5563	0.0787	0.4698	-1.2991	0.1904	-0.0332	1.7566	2.571	0.7169	0.1561	0.2554	0.3159	-0.1818	-1.8614	1.1787	1.1226	1.8296	0.6885	-5.0909	-4.7231	1.1322	1.4484	-0.6979	2.1431	4.0304	2.5083	3.4393	2.4064	1.7322	-1.2732	-0.0454	0.5618	-0.6038	0.0736	1.1599	1.1773	2.1756	0.6436
S145	new_490639_490854	490639	490854	490194	490409	1	TRUE	TRUE	Id260210_211	O_210	indep-Ext	0.0888	0.184	-1.2594	1.4744	0.4462	-0.5681	3.0301	2.3379	3.2278	5.6508	4.5146	3.7903	4.9272	4.8736	4.4246	4.1651	1.2644	3.694	3.4321	1.8209	3.04	2.5628	1.0409	2.9363	-0.7494	-1.3221	-1.2896	-1.3358	-1.6669	-1.4634	-1.7385	-0.7022	-1.0313	-0.51	-0.575	-1.0169	-1.0462	-0.175	0.5925	0.6827	1.5004	-0.2943	0.3119	2.1298	3.3856	2.962	-0.2631	0.1154	0.7009	2.3972	1.9238	1.3647	0.3775	0.126	-0.536	4.6337	5.0257	4.1745	2.9263	2.2255	2.5036	0.3293	-1.3537	-0.0629	-0.3448	0.0439	0.0919	0.1792	0.4822	0.8743	0.0673	0.931	0.4788	-0.2067	-0.7449	-0.3785	0.5481	-0.4674	-0.4831	-0.3434	-0.7168
S146	new_490705_490776_c	490705	490776	490260	490331	-1	TRUE	TRUE	Id260210_212	O_211	3'UTR	1.3459	2.4464	1.369	0.7524	1.1273	0.9525	1.4472	1.0977	-0.3604	0.9008	1.4068	0.5436	0.6109	1.6216	1.2947	0.9903	0.5873	1.215	-0.0005	1.0939	-0.4613	-0.6822	0.9517	0.126	0.1869	0.5698	-0.2977	0.2174	0.4576	0.7164	0.5123	0.6046	-0.3279	-0.1116	-1.1157	0.1596	-0.0921	0.2714	0.668	-0.3037	-0.8626	0.1574	-0.1542	0.2254	-0.4202	-0.8077	0.3715	0.3498	0.1715	0.9627	0.7633	0.5643	0.0791	0.0026	-0.6709	0.6347	1.4094	1.343	0.7196	0.3241	0.4629	-0.9573	0.2084	-0.1206	0.2914	-0.1232	0.7562	2.1305	1.2964	1.4564	2.1596	1.7042	1.6955	1.5307	1.6521	0.2813	0.9497	1.2387	0.7883	1.2489	0.231
